Pattern, Confidence-Frequence-Frequence %
[[[['QuasiPiena_T0_0,Piena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_2']]], [1.0-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0,Piena_T2_2,Piena_T2_1']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0,Piena_T2_3,Piena_T2_0']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_1,Piena_T2_1']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_0,Piena_T2_1']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_0,Piena_T2_1,Piena_T2_1']]], [0.05128205128205128-4-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_1']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_1']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_0,Piena_T2_1']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_0,Piena_T2_2']]], [0.05128205128205128-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_3,Piena_T1_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_0,Piena_T1_2,Piena_T1_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_1,Piena_T1_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_2,Piena_T1_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_1,Piena_T2_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_1,Piena_T1_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_2,Piena_T2_2']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_1,Piena_T1_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T2_3,Piena_T2_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T2_2,Piena_T2_1,Piena_T2_1']]], [0.05084745762711865-3-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T2_2,Piena_T2_2']]], [0.050271739130434784-37-0.02%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_2']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_2']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_1']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_0']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_2']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_0,Piena_T2_2']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_0,Piena_T2_0']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_0']]], [0.05-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_0,Piena_T2_2']]], [0.05-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_1,Piena_T1_1']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_0,Piena_T1_2,Piena_T1_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_3']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_1,Piena_T1_1']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,Piena_T1_3']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_0,Piena_T2_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_3']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_0,Piena_T2_2,Piena_T2_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2']]], [0.05-3-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.05-3-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['Piena_T1_0,Piena_T1_3']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['QuasiPiena_T1_0,Piena_T1_3']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_1'], ['Piena_T1_3,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_3'], ['Piena_T2_2,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Piena_T2_0,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_1,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_1,Piena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_2,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_2,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_1,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_0,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,Piena_T2_0,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_2,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,Piena_T1_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,Piena_T1_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_1,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_0,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_2']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_0']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_0,Piena_T2_3']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_0,Piena_T2_1,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_0,Piena_T2_3,Piena_T2_1']]], [0.05-2-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_1']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_0']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_1']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_0']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_2,Piena_T2_1']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0'], ['Piena_T2_2,Piena_T2_2']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2']]], [0.05-1-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_2']]], [0.05-1-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.05-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_1,Piena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_1,Piena_T2_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_1,Piena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_3']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1,Piena_T1_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_2']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_1']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['Piena_T2_3,Piena_T2_3']]], [0.049019607843137254-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_3']]], [0.04878048780487805-2-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_2'], ['Piena_T2_3,Piena_T2_3']]], [0.04878048780487805-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_0,Piena_T2_3']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_1']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_2']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_1']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_3']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_0,Piena_T2_1']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_0']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_0,Piena_T2_2']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['Piena_T2_0,Piena_T2_2,Piena_T2_1']]], [0.04854368932038835-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0,QuasiPiena_T1_1']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_1']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_1']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_0']]], [0.04844290657439446-14-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.04844290657439446-14-0.01%]]
