Pattern, Confidence-Frequence-Frequence %
[[[['QuasiPiena_T0_0,Piena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_2']]], [1.0-9-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_1']]], [0.2857142857142857-16-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.2857142857142857-16-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_3']]], [0.2857142857142857-16-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_0']]], [0.2857142857142857-16-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.2857142857142857-14-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,Piena_T2_1']]], [0.2857142857142857-14-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_0']]], [0.2857142857142857-14-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_1']]], [0.2857142857142857-14-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_0']]], [0.2857142857142857-14-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_3']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_0']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_1']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_0']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_0,Piena_T2_1']]], [0.2857142857142857-12-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_3']]], [0.2857142857142857-12-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0']]], [0.2857142857142857-12-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.2857142857142857-10-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_2']]], [0.2857142857142857-10-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.2857142857142857-10-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.2857142857142857-10-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3'], ['Piena_T2_0']]], [0.2857142857142857-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_2']]], [0.28431372549019607-29-0.02%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1']]], [0.28431372549019607-29-0.02%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2']]], [0.2833333333333333-17-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2']]], [0.2833333333333333-17-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_0']]], [0.2830188679245283-15-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3']]], [0.28205128205128205-22-0.01%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_1']]], [0.28205128205128205-11-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0'], ['QuasiPiena_T2_0']]], [0.2815533980582524-29-0.02%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2'], ['QuasiPiena_T2_1']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2'], ['Piena_T2_3']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_1'], ['Piena_T2_3']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_2']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2'], ['Piena_T2_2']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_3']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_1']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_1']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_1']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.28125-9-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['QuasiPiena_T2_1']]], [0.28125-9-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T2_2']]], [0.28125-18-0.01%]]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_0']]], [0.2807017543859649-16-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,Piena_T1_3']]], [0.2807017543859649-16-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_3']]], [0.2807017543859649-16-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_0']]], [0.2807017543859649-16-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T2_3']]], [0.2807017543859649-16-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.28-7-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_3'], ['Piena_T2_0']]], [0.28-7-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_3'], ['Piena_T2_1']]], [0.28-7-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_3'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_2'], ['QuasiPiena_T2_0']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_1']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2'], ['Piena_T2_2,Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_3'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T1_0,Piena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_0,Piena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,Piena_T1_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,Piena_T1_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T1_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['QuasiPiena_T2_0,Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T2_0,Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1'], ['Piena_T2_0,Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T1_0'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_3'], ['QuasiPiena_T2_0']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['Piena_T2_3']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_0']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['Piena_T2_2']]], [0.2777777777777778-5-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1'], ['Piena_T2_2,Piena_T2_1']]], [0.2777777777777778-5-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_1']]], [0.2777777777777778-15-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T2_0']]], [0.2777777777777778-15-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_0,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_0,Piena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3'], ['Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_0,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['Piena_T2_3,Piena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['Piena_T2_0,Piena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_1']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['Piena_T2_0,Piena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0'], ['Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_3']]], [0.2777777777777778-10-0.01%]]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_0,Piena_T2_2']]], [0.2777777777777778-10-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T1_0']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_2']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_0,Piena_T1_1']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T2_0']]], [0.2765957446808511-13-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_0']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['Piena_T2_3']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_1']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['Piena_T2_0']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_1'], ['Piena_T2_0,Piena_T2_1']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_2']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_3']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2'], ['Piena_T2_1']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_2']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_2']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['QuasiPiena_T1_3']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_3']]], [0.27586206896551724-8-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2']]], [0.27586206896551724-8-0.0%]]
